5.246248612737803851e-01,7.419632532584710116e-01,9.692930078586763365e-01,1.442701219260123846e+00,1.818395285540535422e+00,2.351508090170914222e+00,2.825687169216726691e+00,3.179450411033629909e+00,3.670585861674336314e+00,4.063728971219385144e+00,4.318859868055543672e+00
1.075543143857674799e+00,9.267699066114071238e-01,6.104593317280752052e-01,3.113033782845916475e-01,3.056893620644818288e-02,-3.735607240857171663e-01,-6.240300929428548304e-01,-1.023113874529002931e+00,-1.578415637617484935e+00,-2.110165559327445983e+00,-2.443115849533377570e+00
1.179778562794517427e+00,1.029280506838021525e+00,7.044702235135409385e-01,4.013124941179184724e-01,1.145227840810680853e-01,-3.004961725296796393e-01,-5.597163632367923025e-01,-9.716995030938910816e-01,-1.543846371958516039e+00,-2.092075905951677584e+00,-2.438708898526108726e+00
1.278057858745099251e+00,1.125985028818742739e+00,7.950916537783625504e-01,4.899552440842092071e-01,1.989004592909633939e-01,-2.250649624671844373e-01,-4.920125059783764243e-01,-9.142126668231576048e-01,-1.498860605863640449e+00,-2.059864087628991758e+00,-2.416988665001729153e+00
1.393425664809402331e+00,1.238994976883233123e+00,9.000939169192974099e-01,5.914364812478059008e-01,2.940118773808724217e-01,-1.424971630822112756e-01,-4.197285178511573900e-01,-8.553460702366191271e-01,-1.456589075031794467e+00,-2.033959250879918912e+00,-2.403673136123906318e+00
1.495354027882282333e+00,1.338580566750323886e+00,9.926477451306359168e-01,6.807873178489525223e-01,3.777335666938576031e-01,-6.981643243518043107e-02,-3.562536111186416221e-01,-8.036918965032913142e-01,-1.419516744032479627e+00,-2.011413014979497316e+00,-2.392192214380106208e+00
1.587858521955138436e+00,1.428620544140933424e+00,1.076003686397587478e+00,7.607653894948528395e-01,4.521758702528734797e-01,-5.948547731972286812e-03,-3.011919220967000932e-01,-7.598046872176902333e-01,-1.389451721335617007e+00,-1.995086819532827960e+00,-2.386086630980837064e+00
1.684298858603548998e+00,1.522637350705852377e+00,1.163464795849546762e+00,8.444655581176896408e-01,5.301614036837021260e-01,6.146601273172624946e-02,-2.431184676450091064e-01,-7.129957730134250937e-01,-1.355737514448417391e+00,-1.974445744734686592e+00,-2.375146884192149699e+00
1.804745564842390682e+00,1.639645668913795262e+00,1.272223896757348927e+00,9.475087010687696099e-01,6.250991523436600916e-01,1.420170981915919173e-01,-1.757110803426531476e-01,-6.602495662638696583e-01,-1.318830885020817911e+00,-1.953295040332641452e+00,-2.365002473703307295e+00
1.854838966356649133e+00,1.686965990739677013e+00,1.312991645614919767e+00,9.828659477712764492e-01,6.543457838364064028e-01,1.623147452675189895e-01,-1.626816262724328777e-01,-6.570100488360315349e-01,-1.327888815314478554e+00,-1.974116039225349617e+00,-2.394459045413554144e+00
1.866855208175590475e+00,1.698399299662620709e+00,1.323572932906486699e+00,9.929342400430701820e-01,6.639567428309046671e-01,1.713251412456148204e-01,-1.545623442599259878e-01,-6.501593715304063714e-01,-1.322582124820892213e+00,-1.970702757058206078e+00,-2.392834780134594830e+00
1.864526497695361940e+00,1.696519918612541256e+00,1.323865061880783456e+00,9.954008723896440314e-01,6.688741818672051531e-01,1.796240783271872976e-01,-1.440662813641659934e-01,-6.367666191004779375e-01,-1.305452964121185611e+00,-1.950565659821073883e+00,-2.370964060692933195e+00
