1.175701426368752411e+00,1.460722713132353690e+00,1.884792299408927674e+00,2.295588675396941447e+00,2.899665116268673959e+00,3.492625073888237175e+00,4.188398424307987256e+00,4.666197948126034944e+00,5.054519869100272622e+00,5.221702523013440178e+00,5.342730742094763841e+00
1.723720834118865231e+00,1.476772036393457554e+00,1.130145821698004482e+00,7.512030875779932559e-01,3.886488817086490855e-01,6.936535082397110585e-02,-1.315335862993358695e-01,-2.776309298124348679e-01,-4.413707956965362555e-01,-6.531829140687250845e-01,-9.651088632055495609e-01
1.311922326634995084e+00,9.553303123402608898e-01,5.542815588662062254e-01,1.291643330318049676e-01,-2.452237196425590682e-01,-5.699404967427426083e-01,-7.603625408713261535e-01,-9.191877043507978851e-01,-1.101290317266667707e+00,-1.350432587446581900e+00,-1.707069346015368083e+00
7.501581749013894740e-01,4.011994994666441272e-01,3.556131943817869567e-02,-3.412459933900341413e-01,-6.183786291140824787e-01,-8.316192391043411014e-01,-9.140039450678227873e-01,-1.018822181103738123e+00,-1.162567213258376864e+00,-1.373225115801535834e+00,-1.689595006660153498e+00
7.575452564469919992e-01,4.091779702842026634e-01,4.567405781535915921e-02,-3.276042086685398980e-01,-6.047987814890039004e-01,-8.147946122853502171e-01,-8.947391984241535035e-01,-9.971838746822714317e-01,-1.138012753914866781e+00,-1.344787606247132006e+00,-1.656342923636931364e+00
1.009807622724166798e+00,6.356696872158588141e-01,2.380649627643255106e-01,-1.721927459231524793e-01,-5.108206977778684266e-01,-7.782492956624864622e-01,-9.095594226354557499e-01,-1.043461267862012543e+00,-1.207309945739301504e+00,-1.436623690189715807e+00,-1.773178081653813187e+00
1.418444844857756459e+00,1.123421256055254780e+00,7.762424174816137112e-01,4.097470071042688122e-01,7.110911156127330823e-02,-2.081353039365154700e-01,-3.654642325760590893e-01,-4.917555480294850678e-01,-6.375803282767100733e-01,-8.400132634755015371e-01,-1.138436665876399800e+00
1.709663697765844370e+00,1.447652396149499143e+00,1.090376817519909114e+00,7.001738453157333453e-01,3.278752938372169190e-01,-1.959638503983729407e-03,-2.105191078803176907e-01,-3.636670034212978742e-01,-5.345301836105695870e-01,-7.560162178905633912e-01,-1.078336654947340989e+00
2.479323892554502695e+00,2.436736380645696087e+00,2.178627101833523483e+00,1.862446008575368461e+00,1.509543978213336413e+00,1.165081926400103551e+00,9.007832008874037122e-01,7.640626184401588805e-01,6.086052415357616763e-01,4.394974088408829527e-01,1.716147427322933794e-01
2.691044034903727233e+00,2.708990938370612334e+00,2.476209258804362712e+00,2.179125150759019913e+00,1.832698597706049481e+00,1.490330992563905443e+00,1.217752314085388310e+00,1.087175439577288127e+00,9.379624331751656996e-01,7.883685775942399498e-01,5.386183878360690791e-01
2.677319895150617857e+00,2.710197586096483313e+00,2.489451488297580894e+00,2.203440083901669677e+00,1.868915207992663419e+00,1.535772237656714889e+00,1.266482106089591220e+00,1.143934480899270190e+00,9.994000766537454172e-01,8.573182666123932982e-01,6.139515474667482930e-01
2.620360800585848526e+00,2.627967162570038706e+00,2.401782380674418071e+00,2.115456564971407438e+00,1.775782799582335203e+00,1.438482047008401432e+00,1.169927682659025026e+00,1.045009362543650511e+00,9.019138878522170444e-01,7.511016227713429583e-01,5.056721511523105672e-01
2.386117446314063972e+00,2.352635180950457539e+00,2.123452271580396733e+00,1.842433153959641023e+00,1.515780088265030745e+00,1.193631052085313726e+00,9.427069607861787714e-01,8.265092800080890978e-01,6.902439124446745344e-01,5.334101087806566444e-01,2.864513894439026931e-01
2.099109325306059759e+00,1.988932541364423212e+00,1.729253685536077612e+00,1.425935573916621513e+00,1.093493066115291734e+00,7.698319141336301685e-01,5.282887646231745338e-01,4.063916013018680218e-01,2.627921581750831681e-01,8.155089090764300330e-02,-1.891396274763246232e-01
2.036934145467419466e+00,1.913646493538676996e+00,1.653509539910126280e+00,1.352648546014666442e+00,1.022094271261724696e+00,7.001140124114244578e-01,4.606965137144779510e-01,3.407029273823363180e-01,1.989358745174580889e-01,1.432343486531073573e-02,-2.571770625915239528e-01
2.158900282748486443e+00,2.026150146076951764e+00,1.744906311473719329e+00,1.419864031092138879e+00,1.059549118607072460e+00,7.060392421167225319e-01,4.420252058412701412e-01,3.015437757425609711e-01,1.439449168400344092e-01,-5.796491472054032812e-02,-3.477080151973206412e-01
2.086467853627273605e+00,1.934645337471356585e+00,1.646864784102761270e+00,1.317343627204506040e+00,9.548384462057339928e-01,5.995213509138292984e-01,3.346673567484922396e-01,1.933262263855488605e-01,3.351770275262611065e-02,-1.749062076552405642e-01,-4.711255202305637546e-01
2.030344812482514083e+00,1.847983328560804273e+00,1.540286807881452447e+00,1.192436648006524713e+00,8.159624201236770347e-01,4.490698829982774365e-01,1.783972045416739594e-01,2.766367005766090514e-02,-1.412716136232432529e-01,-3.636812792820907081e-01,-6.754756835618409561e-01
